time,rcv,life_time,life_time_global,run_time_vec,run_time,cpu_usage_vec,cpu_usage,snd,queued,active,time_activated
2,2,74,76,"[3, 6, 11, 2, 19, 10, 18, 14, 13, 5, 17, 23, 23, 6, 12]",11,"[1, 1, 2, 4, 4, 3, 1, 1, 2, 1, 3, 2, 1, 2, 1]",2,-1,False,False,
2,3,63,65,"[4, 14, 23, 13, 5, 6, 8, 22, 16, 2, 20, 24, 24, 5, 24]",13,"[4, 2, 3, 3, 4, 4, 3, 3, 1, 2, 1, 2, 1, 2, 3]",3,-1,False,False,
2,8,91,93,"[5, 19, 13, 22, 22, 15, 16, 11, 5, 7, 16, 1, 8, 2, 19]",5,"[1, 1, 1, 1, 2, 1, 3, 4, 2, 2, 4, 1, 1, 1, 3]",2,-1,False,False,
2,12,75,77,"[12, 20, 22, 13, 12, 22, 21, 23, 13, 6, 13, 4, 23, 9, 24]",23,"[4, 1, 1, 1, 3, 4, 4, 4, 1, 2, 1, 3, 4, 4, 2]",4,-1,False,False,
2,13,59,61,"[2, 13, 22, 18, 5, 4, 14, 2, 8, 2, 23, 14, 21, 6, 21]",6,"[4, 3, 4, 4, 3, 2, 4, 2, 2, 3, 1, 3, 4, 3, 4]",3,-1,False,False,
3,0,76,79,"[2, 13, 4, 19, 9, 20, 13, 4, 20, 13, 24, 21, 16, 9, 6]",2,"[3, 2, 2, 4, 3, 4, 3, 1, 4, 4, 1, 3, 3, 4, 4]",3,-1,False,False,
3,7,84,87,"[19, 14, 6, 24, 20, 18, 3, 23, 10, 22, 5, 19, 20, 2, 6]",23,"[4, 4, 2, 3, 4, 2, 2, 1, 4, 4, 4, 3, 2, 1, 1]",1,-1,False,False,
3,10,92,95,"[18, 14, 5, 24, 16, 23, 5, 16, 15, 14, 16, 10, 21, 1, 20]",16,"[2, 1, 1, 1, 1, 2, 2, 4, 1, 1, 2, 1, 1, 2, 3]",2,-1,False,False,
4,4,96,100,"[9, 18, 20, 22, 19, 11, 6, 15, 8, 3, 23, 15, 3, 3, 10]",19,"[3, 3, 1, 2, 2, 1, 2, 4, 4, 1, 1, 2, 3, 1, 2]",2,-1,False,False,
4,8,82,86,"[12, 24, 23, 22, 3, 16, 1, 14, 17, 9, 4, 14, 5, 18, 20]",17,"[2, 3, 2, 1, 1, 4, 3, 1, 2, 4, 2, 3, 1, 3, 2]",2,-1,False,False,
4,13,89,93,"[12, 13, 12, 3, 22, 16, 21, 6, 24, 23, 4, 6, 18, 20, 1]",20,"[3, 4, 2, 2, 1, 4, 4, 3, 3, 2, 4, 4, 3, 1, 1]",1,-1,False,False,
5,11,63,68,"[22, 21, 7, 5, 10, 4, 19, 20, 9, 8, 17, 5, 8, 4, 6]",5,"[3, 2, 3, 2, 4, 1, 2, 4, 1, 4, 3, 3, 1, 4, 4]",3,-1,False,False,
6,0,63,69,"[3, 6, 8, 5, 24, 20, 24, 7, 1, 8, 5, 18, 19, 16, 20]",3,"[2, 1, 1, 4, 1, 3, 2, 1, 1, 4, 3, 3, 1, 4, 1]",2,-1,False,False,
6,5,84,90,"[11, 1, 17, 5, 15, 17, 11, 16, 18, 14, 24, 15, 10, 4, 18]",17,"[3, 3, 4, 1, 1, 3, 1, 4, 4, 1, 3, 2, 4, 2, 1]",3,-1,False,False,
