time,rcv,life_time,life_time_global,run_time_vec,run_time,cpu_usage_vec,cpu_usage,snd,queued,active,time_activated
2,11,76,78,"[15, 21, 6, 5, 11, 18, 18, 23, 9, 13, 13, 16, 9, 5, 13, 1, 5, 12, 4, 4]",16,"[4, 4, 3, 2, 4, 1, 3, 4, 1, 4, 4, 1, 2, 1, 1, 4, 3, 2, 4, 4]",1,-1,False,False,
3,8,69,72,"[24, 10, 16, 15, 11, 13, 5, 23, 13, 4, 9, 13, 23, 9, 13, 10, 4, 3, 16, 1]",13,"[4, 1, 2, 4, 2, 2, 2, 2, 4, 1, 1, 4, 2, 3, 1, 2, 2, 1, 2, 1]",4,-1,False,False,
3,13,99,102,"[18, 7, 6, 22, 21, 14, 5, 18, 3, 9, 21, 1, 5, 8, 24, 2, 1, 11, 14, 12]",8,"[3, 1, 1, 1, 4, 3, 4, 4, 2, 1, 2, 3, 2, 3, 3, 1, 1, 4, 3, 4]",3,-1,False,False,
3,18,83,86,"[3, 9, 1, 11, 7, 18, 22, 20, 15, 24, 13, 24, 20, 6, 6, 11, 8, 13, 19, 12]",19,"[1, 4, 3, 1, 3, 1, 3, 2, 1, 4, 3, 2, 3, 4, 4, 2, 1, 1, 2, 2]",2,-1,False,False,
4,11,74,78,"[16, 21, 14, 14, 5, 15, 10, 16, 24, 24, 22, 23, 21, 14, 4, 2, 12, 11, 22, 1]",23,"[3, 1, 1, 1, 2, 3, 1, 2, 3, 3, 4, 1, 1, 1, 3, 2, 2, 2, 1, 4]",1,-1,False,False,
6,8,52,58,"[5, 12, 15, 4, 23, 19, 1, 10, 14, 5, 23, 20, 20, 3, 1, 6, 9, 18, 14, 13]",14,"[2, 2, 4, 2, 3, 1, 1, 3, 3, 4, 1, 4, 3, 4, 3, 4, 3, 3, 2, 3]",3,-1,False,False,
6,11,59,65,"[12, 18, 3, 16, 16, 8, 13, 14, 12, 11, 10, 7, 19, 12, 24, 10, 7, 20, 20, 7]",7,"[2, 2, 2, 1, 2, 1, 4, 1, 1, 4, 3, 2, 2, 3, 3, 3, 4, 3, 3, 2]",2,-1,False,False,
6,13,95,101,"[3, 18, 17, 17, 19, 3, 15, 16, 5, 2, 15, 10, 19, 15, 2, 22, 7, 8, 10, 22]",15,"[4, 3, 1, 3, 3, 1, 1, 1, 2, 4, 4, 4, 3, 4, 4, 1, 1, 4, 3, 4]",4,-1,False,False,
6,18,55,61,"[20, 3, 24, 10, 17, 15, 3, 9, 8, 20, 20, 20, 18, 21, 5, 21, 19, 4, 4, 10]",4,"[3, 2, 2, 2, 3, 3, 4, 4, 1, 4, 4, 2, 3, 2, 4, 4, 4, 1, 2, 3]",2,-1,False,False,
7,13,81,88,"[16, 3, 10, 3, 8, 16, 6, 22, 1, 23, 18, 16, 12, 17, 4, 17, 10, 11, 20, 20]",17,"[4, 3, 3, 2, 1, 4, 2, 3, 2, 2, 2, 1, 1, 2, 3, 4, 3, 2, 3, 3]",2,-1,False,False,
