time,rcv,life_time,life_time_global,run_time_vec,run_time,cpu_usage_vec,cpu_usage,snd,queued,active,time_activated
2,3,94,96,"[15, 21, 13, 3, 10, 22, 21, 16, 15, 18]",3,"[4, 1, 2, 2, 2, 1, 4, 2, 2, 1]",2,-1,False,False,
3,5,71,74,"[21, 20, 17, 24, 6, 19, 4, 21, 24, 13]",19,"[4, 4, 1, 2, 3, 4, 3, 2, 3, 4]",4,-1,False,False,
4,1,71,75,"[3, 23, 14, 8, 18, 22, 9, 21, 17, 21]",23,"[1, 2, 2, 1, 4, 2, 2, 1, 3, 3]",2,-1,False,False,
4,3,93,97,"[13, 24, 12, 22, 24, 2, 1, 5, 2, 20]",22,"[3, 4, 4, 4, 4, 3, 1, 3, 3, 3]",4,-1,False,False,
4,6,96,100,"[5, 21, 4, 15, 9, 21, 1, 18, 9, 22]",1,"[1, 3, 3, 2, 4, 4, 4, 1, 2, 3]",4,-1,False,False,
4,8,93,97,"[21, 24, 14, 16, 19, 17, 24, 20, 10, 8]",10,"[3, 4, 3, 2, 1, 3, 1, 4, 3, 3]",3,-1,False,False,
5,5,77,82,"[7, 14, 5, 16, 15, 7, 6, 9, 23, 23]",7,"[2, 4, 1, 2, 4, 1, 1, 3, 3, 2]",1,-1,False,False,
6,8,86,92,"[2, 2, 6, 2, 19, 8, 12, 22, 16, 16]",16,"[3, 4, 3, 1, 2, 2, 3, 4, 2, 3]",2,-1,False,False,
7,3,98,105,"[12, 13, 16, 2, 7, 19, 24, 14, 21, 4]",2,"[1, 1, 2, 4, 1, 1, 3, 3, 2, 1]",4,-1,False,False,
7,6,90,97,"[11, 11, 11, 16, 4, 17, 23, 17, 15, 17]",23,"[1, 1, 2, 3, 1, 4, 4, 3, 3, 3]",4,-1,False,False,
8,1,90,98,"[14, 20, 7, 2, 8, 11, 1, 14, 3, 5]",20,"[1, 3, 2, 3, 2, 4, 3, 2, 1, 3]",3,-1,False,False,
8,3,91,99,"[17, 9, 5, 10, 2, 19, 21, 20, 11, 20]",10,"[3, 1, 2, 1, 2, 3, 3, 2, 2, 4]",1,-1,False,False,
8,5,56,64,"[18, 2, 22, 4, 23, 2, 5, 3, 17, 23]",2,"[2, 3, 2, 3, 3, 2, 1, 1, 2, 3]",2,-1,False,False,
8,8,84,92,"[18, 20, 12, 7, 16, 22, 21, 24, 15, 23]",15,"[3, 3, 2, 2, 3, 3, 2, 3, 2, 4]",2,-1,False,False,
9,6,61,70,"[9, 3, 2, 6, 19, 23, 12, 5, 24, 5]",12,"[4, 1, 3, 2, 3, 3, 1, 1, 1, 3]",1,-1,False,False,
10,3,95,105,"[24, 15, 22, 19, 1, 15, 24, 9, 7, 9]",19,"[1, 2, 2, 2, 1, 4, 3, 4, 4, 2]",2,-1,False,False,
10,6,77,87,"[23, 19, 22, 23, 23, 8, 9, 2, 5, 16]",9,"[3, 3, 1, 3, 4, 2, 1, 2, 1, 4]",1,-1,False,False,
11,1,68,79,"[16, 19, 16, 16, 12, 21, 20, 8, 9, 18]",19,"[4, 2, 2, 2, 3, 4, 2, 1, 3, 3]",2,-1,False,False,
11,5,92,103,"[4, 9, 16, 20, 14, 10, 7, 9, 14, 8]",10,"[2, 4, 4, 2, 2, 2, 4, 1, 2, 3]",2,-1,False,False,
11,8,83,94,"[4, 6, 1, 20, 19, 5, 20, 13, 17, 4]",17,"[4, 4, 1, 3, 1, 2, 3, 3, 4, 3]",4,-1,False,False,
12,3,77,89,"[20, 15, 1, 4, 14, 5, 5, 17, 13, 18]",4,"[2, 1, 3, 4, 1, 3, 2, 3, 3, 1]",4,-1,False,False,
13,5,99,112,"[15, 11, 23, 18, 6, 4, 7, 5, 19, 2]",4,"[4, 3, 3, 2, 1, 3, 4, 4, 4, 3]",3,-1,False,False,
14,6,51,65,"[2, 22, 7, 11, 19, 2, 22, 8, 6, 16]",22,"[4, 4, 1, 1, 4, 1, 2, 1, 2, 2]",2,-1,False,False,
15,1,74,89,"[7, 17, 6, 7, 13, 3, 19, 14, 13, 1]",17,"[2, 3, 2, 2, 4, 1, 1, 1, 2, 3]",3,-1,False,False,
15,3,97,112,"[18, 20, 3, 3, 5, 9, 19, 8, 7, 20]",3,"[4, 1, 3, 4, 2, 4, 4, 3, 3, 2]",4,-1,False,False,
15,8,53,68,"[5, 21, 24, 14, 21, 18, 5, 1, 17, 5]",17,"[2, 2, 1, 3, 3, 3, 2, 2, 3, 4]",3,-1,False,False,
16,6,70,86,"[15, 6, 10, 7, 3, 15, 2, 20, 4, 19]",2,"[4, 1, 2, 4, 4, 3, 1, 2, 3, 2]",1,-1,False,False,
17,1,73,90,"[3, 4, 21, 15, 22, 23, 15, 16, 10, 13]",4,"[3, 3, 4, 3, 2, 1, 4, 4, 4, 4]",3,-1,False,False,
17,5,75,92,"[21, 8, 5, 19, 4, 2, 21, 18, 7, 4]",2,"[1, 1, 3, 2, 4, 4, 3, 3, 3, 4]",4,-1,False,False,
18,1,67,85,"[16, 8, 6, 12, 20, 9, 5, 20, 21, 3]",8,"[1, 3, 1, 2, 1, 2, 3, 3, 4, 1]",3,-1,False,False,
18,3,92,110,"[21, 16, 9, 3, 1, 22, 2, 16, 12, 5]",3,"[2, 1, 2, 2, 2, 2, 4, 3, 3, 1]",2,-1,False,False,
19,6,58,77,"[15, 14, 23, 4, 4, 13, 15, 12, 20, 12]",15,"[1, 2, 2, 1, 1, 2, 2, 1, 3, 4]",2,-1,False,False,
