time,rcv,life_time,life_time_global,run_time_vec,run_time,cpu_usage_vec,cpu_usage,snd,queued,active,time_activated
1,5,72,73,"[3, 17, 2, 16, 9, 1, 2, 6, 8, 11, 2, 8, 1, 15, 14, 7, 18, 9, 20, 19]",1,"[1, 3, 2, 4, 1, 2, 4, 4, 1, 3, 1, 4, 4, 4, 3, 4, 3, 2, 4, 4]",2,-1,False,False,
1,15,51,52,"[2, 1, 4, 4, 13, 2, 8, 4, 15, 6, 2, 13, 15, 4, 9, 13, 2, 13, 24, 20]",13,"[2, 2, 3, 3, 4, 1, 1, 1, 3, 3, 2, 4, 3, 4, 2, 3, 3, 3, 4, 4]",3,-1,False,False,
2,6,74,76,"[1, 17, 5, 11, 23, 2, 14, 20, 19, 15, 15, 18, 1, 2, 20, 13, 23, 1, 7, 10]",14,"[3, 1, 4, 4, 2, 3, 3, 4, 2, 3, 3, 1, 3, 2, 2, 4, 1, 2, 3, 2]",3,-1,False,False,
2,18,65,67,"[21, 24, 21, 7, 14, 16, 18, 19, 20, 24, 19, 16, 24, 6, 5, 17, 4, 13, 24, 16]",24,"[2, 4, 2, 4, 2, 4, 2, 3, 4, 1, 2, 2, 1, 1, 3, 4, 2, 2, 3, 3]",3,-1,False,False,
3,5,88,91,"[20, 3, 12, 1, 7, 15, 13, 2, 10, 17, 14, 3, 7, 9, 18, 17, 2, 1, 14, 10]",15,"[3, 3, 3, 1, 3, 2, 3, 3, 1, 4, 1, 3, 4, 2, 4, 4, 1, 1, 2, 2]",2,-1,False,False,
3,19,81,84,"[20, 12, 17, 18, 18, 7, 13, 14, 21, 19, 8, 15, 18, 13, 23, 7, 4, 14, 6, 17]",17,"[4, 3, 2, 2, 3, 3, 4, 4, 2, 4, 3, 1, 4, 1, 3, 3, 2, 1, 2, 2]",2,-1,False,False,
4,0,93,97,"[6, 20, 10, 20, 13, 9, 11, 24, 9, 15, 9, 1, 19, 9, 20, 14, 4, 14, 4, 17]",6,"[3, 4, 1, 3, 4, 1, 4, 2, 3, 2, 3, 1, 1, 3, 3, 2, 3, 1, 2, 2]",3,-1,False,False,
4,1,64,68,"[8, 15, 14, 2, 20, 10, 2, 22, 7, 21, 15, 14, 16, 19, 14, 4, 7, 3, 23, 24]",15,"[2, 3, 1, 1, 2, 3, 1, 1, 1, 4, 2, 2, 4, 3, 3, 4, 3, 1, 1, 4]",3,-1,False,False,
4,7,54,58,"[8, 19, 3, 13, 13, 2, 14, 22, 12, 3, 3, 2, 11, 23, 22, 2, 19, 23, 21, 14]",22,"[2, 4, 1, 1, 3, 1, 2, 2, 2, 1, 2, 4, 3, 2, 1, 2, 3, 1, 1, 2]",2,-1,False,False,
5,6,54,59,"[3, 16, 13, 10, 24, 15, 21, 1, 5, 7, 4, 14, 9, 8, 5, 12, 4, 12, 19, 9]",21,"[3, 1, 4, 2, 4, 3, 4, 3, 4, 1, 1, 2, 2, 2, 4, 4, 2, 4, 4, 1]",4,-1,False,False,
5,15,91,96,"[13, 17, 11, 3, 2, 2, 2, 15, 20, 5, 18, 21, 9, 6, 20, 14, 23, 4, 11, 11]",14,"[4, 4, 4, 4, 1, 2, 1, 2, 4, 4, 3, 4, 4, 4, 4, 2, 2, 1, 3, 1]",2,-1,False,False,
5,18,57,62,"[22, 9, 5, 14, 12, 21, 21, 11, 7, 4, 5, 10, 10, 5, 7, 16, 17, 21, 10, 3]",10,"[2, 1, 1, 3, 2, 3, 2, 3, 2, 3, 2, 4, 1, 3, 2, 4, 3, 4, 4, 2]",4,-1,False,False,
5,19,59,64,"[20, 3, 24, 2, 8, 1, 23, 4, 22, 24, 13, 12, 1, 1, 17, 21, 15, 24, 7, 15]",15,"[3, 4, 1, 2, 1, 4, 2, 4, 2, 3, 1, 3, 3, 1, 2, 1, 4, 1, 3, 1]",1,-1,False,False,
6,0,58,64,"[6, 7, 21, 11, 4, 6, 4, 2, 21, 17, 5, 16, 14, 17, 5, 24, 10, 9, 20, 3]",6,"[1, 3, 4, 4, 3, 4, 2, 1, 2, 4, 1, 4, 1, 1, 3, 2, 1, 1, 1, 3]",1,-1,False,False,
6,1,99,105,"[11, 15, 24, 14, 15, 4, 8, 17, 11, 12, 14, 7, 21, 15, 15, 3, 10, 16, 22, 19]",15,"[1, 4, 1, 1, 2, 1, 2, 3, 4, 1, 3, 2, 3, 4, 2, 1, 2, 2, 3, 3]",4,-1,False,False,
