time,rcv,life_time,life_time_global,run_time_vec,run_time,cpu_usage_vec,cpu_usage,snd,queued,active,time_activated
1,12,68,69,"[19, 24, 15, 13, 14, 22, 4, 22, 2, 10, 24, 18, 5, 4, 24, 7, 22, 3, 9, 11]",5,"[1, 4, 4, 2, 3, 1, 3, 4, 3, 1, 3, 3, 1, 2, 1, 3, 3, 2, 4, 1]",1,-1,False,False,
2,9,92,94,"[20, 21, 19, 8, 21, 3, 5, 19, 9, 21, 14, 8, 17, 20, 4, 10, 16, 12, 18, 14]",21,"[1, 2, 3, 1, 3, 1, 3, 4, 4, 4, 1, 3, 4, 2, 1, 3, 3, 3, 4, 2]",4,-1,False,False,
2,10,62,64,"[12, 21, 21, 20, 24, 17, 7, 17, 10, 6, 20, 11, 19, 14, 21, 7, 18, 15, 7, 14]",20,"[3, 1, 3, 1, 3, 4, 2, 2, 4, 3, 3, 1, 2, 4, 4, 4, 4, 3, 4, 2]",3,-1,False,False,
2,15,54,56,"[5, 23, 15, 21, 21, 24, 12, 1, 20, 20, 22, 12, 24, 16, 6, 21, 2, 24, 24, 3]",21,"[3, 2, 1, 4, 4, 4, 4, 1, 3, 1, 1, 3, 3, 1, 3, 2, 2, 4, 4, 4]",2,-1,False,False,
3,2,72,75,"[23, 23, 17, 23, 12, 23, 12, 11, 12, 14, 10, 10, 16, 21, 8, 20, 20, 3, 13, 22]",17,"[1, 1, 3, 4, 4, 1, 2, 4, 2, 4, 4, 1, 2, 3, 2, 4, 1, 4, 3, 3]",3,-1,False,False,
3,11,61,64,"[1, 15, 2, 6, 16, 9, 12, 2, 13, 17, 15, 1, 18, 18, 3, 5, 20, 11, 14, 16]",1,"[2, 3, 3, 1, 3, 4, 3, 2, 3, 4, 1, 3, 1, 3, 3, 3, 1, 1, 3, 2]",3,-1,False,False,
3,12,94,97,"[15, 24, 2, 9, 10, 23, 22, 23, 18, 14, 10, 2, 11, 17, 22, 6, 16, 8, 10, 20]",11,"[3, 1, 2, 2, 2, 3, 1, 3, 3, 3, 4, 3, 1, 2, 2, 1, 1, 1, 1, 4]",1,-1,False,False,
3,13,59,62,"[10, 16, 4, 5, 5, 1, 8, 19, 24, 24, 22, 3, 3, 12, 15, 16, 12, 11, 3, 7]",12,"[3, 4, 1, 1, 3, 4, 3, 4, 2, 4, 2, 1, 3, 2, 2, 3, 1, 1, 1, 4]",2,-1,False,False,
5,7,86,91,"[23, 1, 6, 24, 23, 16, 13, 1, 11, 20, 17, 19, 8, 24, 23, 23, 13, 3, 18, 22]",1,"[4, 2, 1, 2, 4, 1, 1, 4, 4, 2, 1, 4, 2, 3, 4, 3, 1, 3, 2, 4]",4,-1,False,False,
5,9,57,62,"[8, 20, 8, 14, 19, 8, 9, 12, 13, 9, 1, 5, 10, 6, 17, 7, 4, 9, 11, 8]",9,"[3, 3, 2, 1, 4, 2, 3, 2, 4, 2, 1, 3, 1, 3, 1, 3, 3, 2, 2, 1]",2,-1,False,False,
5,10,63,68,"[12, 6, 2, 10, 12, 2, 16, 16, 22, 2, 17, 18, 1, 12, 12, 24, 7, 5, 13, 17]",17,"[4, 1, 2, 2, 4, 1, 4, 4, 4, 4, 2, 1, 4, 2, 1, 4, 3, 3, 3, 4]",2,-1,False,False,
5,15,78,83,"[16, 3, 11, 14, 17, 3, 13, 5, 8, 23, 22, 4, 3, 16, 10, 8, 7, 12, 21, 14]",8,"[1, 4, 4, 2, 4, 3, 4, 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 3, 2, 4]",2,-1,False,False,
6,2,70,76,"[14, 22, 20, 16, 6, 19, 23, 20, 19, 6, 10, 15, 18, 18, 23, 18, 10, 8, 19, 10]",20,"[4, 4, 1, 1, 4, 2, 2, 2, 3, 2, 2, 3, 3, 2, 1, 4, 4, 3, 2, 3]",1,-1,False,False,
6,19,70,76,"[9, 3, 24, 21, 23, 8, 16, 24, 21, 14, 2, 6, 1, 4, 1, 13, 8, 20, 15, 16]",16,"[2, 2, 2, 4, 2, 1, 2, 4, 1, 1, 3, 2, 4, 3, 1, 4, 2, 3, 3, 4]",4,-1,False,False,
7,11,76,83,"[9, 1, 15, 6, 13, 6, 14, 3, 1, 14, 5, 1, 4, 24, 24, 16, 1, 7, 2, 23]",1,"[2, 1, 3, 1, 2, 2, 2, 2, 3, 2, 4, 2, 1, 4, 4, 4, 1, 4, 1, 1]",2,-1,False,False,
