time,rcv,life_time,life_time_global,run_time_vec,run_time,cpu_usage_vec,cpu_usage,snd,queued,active,time_activated
1,14,90,91,"[2, 21, 4, 14, 23, 18, 14, 20, 2, 8, 5, 12, 23, 11, 2]",2,"[2, 4, 4, 3, 2, 4, 4, 4, 4, 3, 4, 3, 1, 3, 1]",1,-1,False,False,
2,5,60,62,"[12, 22, 15, 7, 20, 11, 19, 20, 12, 7, 22, 5, 16, 6, 6]",11,"[4, 1, 1, 3, 1, 3, 4, 3, 3, 3, 4, 4, 3, 4, 3]",3,-1,False,False,
2,11,71,73,"[10, 20, 18, 13, 10, 6, 1, 15, 23, 23, 2, 12, 18, 13, 1]",12,"[3, 2, 2, 2, 3, 4, 2, 1, 4, 3, 4, 1, 1, 1, 3]",1,-1,False,False,
2,12,87,89,"[4, 12, 22, 17, 14, 11, 16, 9, 15, 1, 4, 23, 2, 10, 11]",2,"[1, 1, 2, 2, 1, 1, 1, 1, 4, 1, 4, 3, 3, 3, 4]",3,-1,False,False,
3,8,83,86,"[11, 15, 22, 23, 10, 10, 3, 12, 3, 20, 21, 7, 8, 20, 15]",3,"[2, 3, 2, 3, 1, 1, 4, 1, 2, 3, 2, 4, 3, 2, 1]",2,-1,False,False,
3,12,71,74,"[21, 4, 22, 8, 18, 22, 8, 16, 16, 22, 21, 22, 22, 20, 16]",22,"[2, 1, 3, 1, 1, 2, 1, 3, 1, 3, 1, 4, 3, 3, 3]",3,-1,False,False,
3,14,78,81,"[13, 6, 2, 18, 2, 2, 7, 17, 5, 11, 15, 22, 9, 16, 23]",23,"[2, 1, 3, 4, 1, 4, 3, 4, 1, 1, 3, 4, 3, 1, 2]",2,-1,False,False,
4,11,79,83,"[14, 16, 9, 22, 17, 16, 12, 5, 12, 24, 1, 13, 3, 15, 22]",13,"[1, 4, 4, 2, 4, 2, 4, 1, 1, 1, 2, 4, 2, 3, 1]",4,-1,False,False,
5,12,96,101,"[7, 3, 24, 18, 8, 7, 18, 17, 8, 20, 13, 24, 16, 8, 16]",16,"[2, 2, 1, 4, 3, 4, 3, 2, 1, 2, 3, 1, 4, 3, 1]",4,-1,False,False,
6,5,72,78,"[13, 21, 12, 3, 21, 12, 6, 20, 2, 12, 21, 12, 7, 9, 17]",12,"[1, 2, 2, 3, 3, 2, 3, 2, 1, 3, 1, 1, 2, 1, 1]",2,-1,False,False,
6,11,72,78,"[11, 13, 22, 9, 20, 24, 16, 10, 3, 23, 2, 21, 19, 23, 12]",21,"[2, 4, 4, 4, 1, 4, 4, 1, 4, 3, 3, 1, 2, 4, 2]",1,-1,False,False,
7,8,89,96,"[7, 3, 11, 23, 2, 12, 3, 17, 1, 23, 7, 13, 7, 20, 7]",1,"[2, 3, 4, 1, 3, 2, 2, 4, 4, 4, 3, 2, 1, 1, 1]",4,-1,False,False,
7,10,53,60,"[4, 18, 21, 7, 23, 6, 8, 22, 5, 19, 13, 19, 9, 17, 6]",13,"[2, 4, 3, 4, 2, 1, 1, 2, 3, 1, 2, 2, 4, 4, 4]",2,-1,False,False,
7,13,57,64,"[4, 17, 16, 9, 5, 10, 10, 4, 22, 18, 23, 5, 2, 13, 5]",13,"[4, 2, 1, 1, 3, 4, 2, 1, 1, 4, 4, 2, 4, 3, 2]",3,-1,False,False,
7,14,60,67,"[19, 20, 2, 23, 5, 8, 11, 24, 23, 15, 1, 6, 15, 16, 6]",6,"[3, 1, 2, 1, 3, 2, 1, 1, 2, 3, 3, 2, 2, 3, 1]",1,-1,False,False,
8,11,95,103,"[21, 21, 22, 5, 16, 12, 2, 1, 10, 4, 19, 5, 20, 24, 22]",5,"[1, 1, 1, 1, 1, 3, 3, 2, 4, 2, 1, 1, 2, 1, 4]",1,-1,False,False,
8,12,57,65,"[1, 18, 13, 4, 23, 4, 1, 11, 5, 1, 11, 17, 15, 16, 3]",15,"[3, 3, 3, 3, 2, 1, 1, 3, 2, 3, 4, 2, 1, 2, 1]",1,-1,False,False,
8,13,77,85,"[19, 14, 10, 15, 2, 10, 16, 24, 15, 3, 1, 18, 22, 13, 12]",13,"[4, 3, 2, 4, 4, 3, 4, 1, 4, 3, 3, 3, 1, 2, 3]",2,-1,False,False,
9,14,61,70,"[9, 13, 12, 15, 10, 13, 10, 15, 18, 17, 13, 3, 20, 24, 11]",11,"[2, 4, 2, 2, 3, 1, 3, 2, 1, 4, 1, 3, 1, 4, 3]",3,-1,False,False,
