time,rcv,life_time,life_time_global,run_time_vec,run_time,cpu_usage_vec,cpu_usage,snd,queued,active,time_activated
1,5,57,58,"[6, 21, 11, 4, 16, 7, 22, 1, 19, 5, 20, 14, 12, 9, 9, 22, 3, 15, 22, 17]",7,"[3, 3, 3, 2, 1, 2, 3, 2, 3, 2, 2, 4, 2, 3, 3, 3, 4, 2, 1, 1]",2,-1,False,False,
1,7,67,68,"[6, 12, 14, 15, 13, 1, 20, 1, 15, 14, 10, 17, 5, 20, 3, 23, 15, 20, 15, 4]",1,"[3, 3, 4, 3, 2, 4, 1, 1, 2, 4, 1, 1, 1, 4, 3, 4, 4, 1, 4, 4]",1,-1,False,False,
2,0,56,58,"[10, 11, 20, 8, 24, 5, 14, 14, 6, 9, 19, 5, 23, 20, 16, 2, 8, 5, 14, 10]",10,"[3, 4, 1, 4, 2, 4, 2, 2, 1, 2, 3, 1, 4, 4, 2, 3, 3, 3, 2, 2]",3,-1,False,False,
2,3,62,64,"[17, 10, 24, 24, 11, 4, 9, 6, 4, 21, 5, 24, 2, 7, 20, 1, 1, 13, 11, 20]",24,"[3, 1, 3, 2, 1, 3, 1, 1, 4, 3, 3, 4, 3, 1, 1, 1, 3, 2, 1, 1]",2,-1,False,False,
2,6,55,57,"[16, 7, 24, 19, 1, 20, 22, 14, 3, 10, 7, 20, 19, 6, 3, 23, 14, 6, 11, 6]",22,"[2, 4, 3, 2, 3, 1, 2, 1, 1, 3, 3, 1, 4, 2, 1, 3, 3, 3, 1, 3]",2,-1,False,False,
2,8,65,67,"[16, 21, 22, 12, 13, 17, 7, 16, 16, 23, 5, 15, 24, 5, 1, 23, 14, 13, 13, 6]",16,"[2, 4, 1, 4, 1, 4, 4, 4, 4, 4, 3, 4, 1, 4, 4, 3, 3, 1, 3, 2]",4,-1,False,False,
2,14,76,78,"[22, 1, 13, 22, 10, 7, 15, 5, 2, 24, 22, 22, 8, 14, 21, 5, 6, 14, 15, 19]",21,"[3, 4, 2, 3, 4, 3, 3, 1, 4, 4, 4, 2, 4, 2, 2, 1, 1, 1, 2, 1]",2,-1,False,False,
3,1,70,73,"[18, 13, 16, 23, 5, 22, 4, 20, 15, 23, 4, 11, 16, 1, 12, 6, 7, 12, 11, 21]",13,"[4, 2, 2, 1, 1, 2, 2, 3, 2, 3, 2, 4, 4, 1, 3, 1, 4, 2, 4, 1]",2,-1,False,False,
3,3,71,74,"[14, 24, 14, 16, 4, 6, 20, 7, 13, 10, 10, 16, 15, 12, 14, 24, 16, 5, 12, 11]",16,"[2, 1, 1, 3, 4, 2, 1, 4, 2, 1, 1, 3, 1, 1, 2, 3, 3, 4, 4, 2]",3,-1,False,False,
3,8,53,56,"[16, 4, 11, 23, 22, 21, 8, 12, 11, 9, 4, 5, 22, 12, 7, 2, 13, 16, 12, 4]",11,"[3, 4, 1, 3, 4, 3, 4, 1, 2, 2, 4, 2, 3, 4, 2, 3, 2, 3, 1, 4]",2,-1,False,False,
