time,rcv,life_time,life_time_global,run_time_vec,run_time,cpu_usage_vec,cpu_usage,snd,queued,active,time_activated
1,6,99,100,"[9, 2, 12, 11, 5, 13, 12, 11, 19, 22, 7, 5, 4, 9, 12]",12,"[4, 4, 1, 4, 2, 2, 2, 1, 3, 3, 2, 3, 4, 4, 4]",2,-1,False,False,
2,7,61,63,"[19, 3, 7, 24, 18, 7, 21, 22, 20, 4, 16, 24, 19, 9, 20]",22,"[3, 4, 3, 2, 4, 4, 3, 4, 1, 1, 4, 1, 3, 4, 2]",4,-1,False,False,
2,10,82,84,"[6, 5, 1, 13, 1, 9, 21, 10, 23, 24, 18, 2, 9, 8, 24]",18,"[1, 2, 2, 1, 1, 3, 2, 1, 3, 2, 4, 2, 4, 2, 3]",4,-1,False,False,
3,2,66,69,"[3, 16, 17, 19, 14, 2, 4, 24, 3, 12, 15, 3, 19, 12, 11]",17,"[2, 1, 2, 4, 4, 3, 3, 3, 3, 1, 1, 4, 4, 1, 3]",2,-1,False,False,
3,9,84,87,"[5, 19, 17, 9, 5, 22, 22, 6, 4, 9, 24, 20, 19, 20, 3]",9,"[1, 3, 1, 4, 2, 2, 4, 2, 3, 2, 1, 1, 1, 4, 2]",2,-1,False,False,
3,11,91,94,"[21, 14, 9, 4, 14, 7, 8, 5, 4, 6, 24, 18, 7, 15, 16]",18,"[2, 4, 4, 3, 3, 1, 3, 3, 3, 3, 4, 3, 3, 3, 4]",3,-1,False,False,
4,3,74,78,"[13, 1, 10, 6, 11, 20, 5, 7, 21, 23, 23, 5, 23, 9, 12]",6,"[1, 3, 3, 1, 2, 2, 3, 4, 4, 1, 4, 4, 2, 4, 4]",1,-1,False,False,
4,5,82,86,"[10, 11, 9, 17, 14, 14, 6, 7, 23, 4, 19, 8, 23, 21, 24]",14,"[3, 4, 3, 2, 3, 4, 1, 3, 4, 4, 2, 2, 1, 2, 3]",4,-1,False,False,
4,6,94,98,"[20, 1, 4, 10, 9, 6, 20, 15, 21, 24, 22, 10, 9, 13, 8]",20,"[4, 3, 3, 3, 4, 3, 4, 2, 3, 1, 1, 4, 3, 4, 4]",4,-1,False,False,
4,7,66,70,"[12, 6, 3, 22, 21, 1, 10, 20, 16, 3, 21, 4, 18, 23, 22]",20,"[3, 1, 2, 4, 4, 3, 2, 2, 2, 3, 3, 4, 3, 3, 2]",2,-1,False,False,
4,10,84,88,"[8, 23, 5, 9, 4, 22, 8, 3, 5, 16, 17, 13, 3, 5, 3]",17,"[2, 4, 4, 3, 2, 3, 2, 2, 4, 4, 3, 2, 2, 4, 1]",3,-1,False,False,
4,11,99,103,"[8, 23, 22, 9, 9, 24, 16, 7, 5, 13, 9, 11, 17, 4, 22]",11,"[1, 1, 3, 2, 3, 2, 4, 3, 2, 3, 4, 1, 4, 4, 3]",1,-1,False,False,
4,12,86,90,"[23, 24, 18, 6, 8, 1, 2, 1, 3, 22, 19, 5, 9, 18, 13]",9,"[4, 2, 3, 2, 2, 1, 3, 1, 3, 4, 4, 2, 2, 2, 2]",2,-1,False,False,
5,2,55,60,"[18, 10, 10, 17, 17, 20, 9, 13, 8, 23, 21, 14, 19, 23, 11]",10,"[4, 4, 3, 1, 1, 1, 3, 1, 4, 1, 3, 2, 3, 1, 4]",3,-1,False,False,
