time,rcv,life_time,life_time_global,run_time_vec,run_time,cpu_usage_vec,cpu_usage,snd,queued,active,time_activated
2,0,66,68,"[2, 16, 15, 3, 1, 21, 6, 16, 11, 9, 15, 14, 21, 19, 24]",2,"[3, 2, 2, 1, 1, 4, 4, 1, 1, 4, 1, 1, 2, 4, 3]",3,-1,False,False,
2,3,89,91,"[4, 3, 21, 24, 23, 17, 18, 12, 6, 12, 15, 19, 8, 2, 10]",24,"[1, 2, 1, 4, 3, 4, 2, 1, 2, 2, 1, 2, 3, 1, 4]",4,-1,False,False,
2,4,57,59,"[24, 7, 17, 14, 8, 5, 5, 11, 15, 16, 19, 12, 6, 10, 19]",8,"[4, 1, 1, 2, 4, 4, 4, 2, 3, 3, 2, 3, 1, 3, 2]",4,-1,False,False,
2,6,99,101,"[13, 8, 5, 21, 15, 22, 3, 9, 16, 15, 3, 24, 20, 16, 10]",3,"[4, 2, 1, 2, 2, 3, 1, 4, 1, 4, 3, 3, 2, 2, 4]",1,-1,False,False,
2,7,94,96,"[8, 8, 22, 9, 6, 19, 11, 13, 7, 3, 14, 3, 17, 14, 11]",13,"[1, 1, 2, 1, 1, 1, 4, 2, 1, 4, 4, 4, 1, 2, 3]",2,-1,False,False,
3,3,81,84,"[2, 4, 5, 1, 12, 17, 12, 5, 15, 8, 16, 22, 17, 8, 12]",1,"[4, 4, 3, 3, 1, 4, 1, 4, 2, 3, 3, 1, 4, 1, 3]",3,-1,False,False,
3,6,97,100,"[6, 9, 7, 3, 14, 2, 17, 18, 20, 21, 15, 1, 15, 24, 5]",17,"[2, 2, 4, 3, 1, 3, 1, 1, 1, 2, 2, 1, 1, 3, 3]",1,-1,False,False,
4,3,86,90,"[1, 23, 4, 12, 2, 16, 22, 17, 16, 3, 7, 11, 1, 21, 6]",12,"[3, 2, 1, 1, 4, 1, 1, 2, 1, 4, 1, 1, 4, 2, 4]",1,-1,False,False,
4,12,59,63,"[1, 7, 10, 4, 24, 5, 6, 21, 7, 1, 13, 9, 7, 19, 21]",7,"[3, 3, 1, 3, 3, 1, 3, 3, 2, 3, 3, 4, 4, 3, 3]",4,-1,False,False,
5,4,84,89,"[4, 19, 5, 19, 21, 6, 17, 9, 1, 8, 15, 7, 12, 4, 9]",21,"[4, 4, 1, 4, 3, 3, 2, 2, 2, 4, 2, 1, 3, 4, 4]",3,-1,False,False,
5,5,53,58,"[17, 21, 1, 18, 1, 15, 11, 3, 5, 14, 8, 2, 12, 19, 21]",15,"[2, 4, 3, 3, 1, 1, 4, 2, 1, 4, 2, 1, 4, 1, 1]",1,-1,False,False,
6,4,56,62,"[7, 15, 24, 18, 12, 12, 17, 5, 13, 20, 22, 12, 6, 21, 11]",12,"[4, 1, 3, 3, 3, 3, 4, 3, 1, 1, 1, 3, 2, 4, 1]",3,-1,False,False,
6,6,94,100,"[1, 22, 11, 16, 16, 11, 10, 5, 16, 2, 22, 2, 18, 15, 12]",10,"[4, 1, 2, 2, 3, 1, 3, 4, 3, 4, 2, 3, 3, 1, 4]",3,-1,False,False,
6,7,61,67,"[13, 14, 1, 7, 12, 19, 16, 16, 21, 19, 1, 7, 3, 4, 20]",16,"[3, 4, 1, 3, 3, 1, 4, 3, 2, 2, 1, 4, 3, 3, 3]",3,-1,False,False,
6,12,56,62,"[17, 5, 21, 9, 23, 22, 19, 14, 2, 4, 11, 4, 6, 17, 23]",6,"[1, 1, 2, 1, 1, 4, 3, 3, 3, 1, 4, 3, 4, 2, 2]",4,-1,False,False,
7,0,80,87,"[23, 24, 19, 19, 7, 7, 10, 14, 9, 6, 9, 5, 11, 13, 17]",23,"[3, 3, 3, 3, 2, 4, 1, 4, 1, 1, 4, 2, 1, 3, 1]",3,-1,False,False,
7,3,62,69,"[13, 20, 9, 2, 14, 19, 13, 8, 15, 13, 9, 2, 20, 12, 18]",2,"[4, 2, 4, 4, 1, 1, 1, 4, 3, 2, 4, 3, 1, 1, 2]",4,-1,False,False,
8,7,63,71,"[4, 5, 16, 16, 11, 4, 4, 9, 12, 4, 3, 10, 20, 1, 18]",9,"[2, 4, 1, 3, 4, 3, 1, 1, 2, 1, 1, 2, 3, 4, 2]",1,-1,False,False,
9,5,77,86,"[5, 21, 18, 11, 24, 18, 4, 11, 7, 12, 13, 3, 12, 22, 10]",18,"[2, 3, 2, 3, 3, 2, 1, 1, 4, 2, 3, 4, 3, 3, 4]",2,-1,False,False,
9,6,81,90,"[17, 17, 2, 14, 21, 17, 14, 21, 7, 6, 1, 18, 20, 5, 2]",14,"[3, 3, 3, 1, 1, 3, 4, 4, 4, 4, 1, 4, 4, 4, 3]",4,-1,False,False,
9,12,69,78,"[2, 9, 16, 18, 16, 23, 3, 15, 21, 17, 4, 11, 10, 19, 19]",10,"[2, 2, 1, 1, 1, 4, 3, 2, 2, 2, 2, 1, 1, 3, 2]",1,-1,False,False,
10,0,97,107,"[3, 15, 10, 12, 5, 17, 3, 14, 13, 6, 5, 21, 23, 16, 16]",3,"[2, 3, 3, 2, 1, 3, 4, 2, 3, 3, 1, 1, 1, 4, 2]",2,-1,False,False,
10,3,73,83,"[12, 12, 1, 7, 7, 10, 24, 9, 20, 14, 2, 5, 18, 18, 5]",7,"[2, 2, 1, 1, 4, 3, 4, 2, 2, 2, 2, 2, 4, 2, 4]",1,-1,False,False,
11,3,91,102,"[16, 17, 5, 6, 11, 23, 1, 12, 17, 2, 19, 3, 24, 24, 16]",6,"[4, 1, 2, 3, 4, 2, 1, 4, 3, 4, 3, 4, 2, 1, 2]",3,-1,False,False,
11,4,81,92,"[10, 1, 3, 1, 15, 23, 16, 22, 1, 3, 3, 22, 18, 6, 12]",15,"[2, 4, 2, 2, 4, 3, 4, 1, 3, 3, 1, 4, 4, 1, 1]",4,-1,False,False,
11,7,87,98,"[23, 19, 3, 4, 5, 18, 9, 19, 10, 21, 11, 10, 1, 2, 1]",19,"[4, 2, 1, 1, 3, 3, 1, 2, 1, 3, 2, 4, 2, 2, 2]",2,-1,False,False,
11,12,58,69,"[3, 1, 1, 14, 16, 5, 21, 5, 4, 8, 3, 22, 22, 4, 2]",22,"[1, 1, 4, 1, 4, 3, 1, 4, 2, 3, 3, 3, 3, 4, 3]",3,-1,False,False,
12,5,94,106,"[10, 1, 8, 19, 4, 16, 10, 6, 7, 14, 16, 22, 24, 24, 8]",16,"[2, 1, 3, 3, 1, 4, 1, 1, 4, 2, 2, 1, 2, 3, 3]",4,-1,False,False,
12,6,55,67,"[5, 7, 17, 14, 19, 11, 7, 18, 23, 12, 6, 5, 5, 9, 14]",7,"[3, 4, 1, 4, 1, 4, 2, 4, 4, 3, 4, 2, 2, 3, 3]",2,-1,False,False,
13,6,54,67,"[17, 21, 9, 1, 13, 19, 10, 13, 21, 14, 1, 12, 20, 18, 6]",10,"[3, 3, 4, 3, 2, 1, 4, 3, 3, 4, 4, 4, 4, 3, 4]",4,-1,False,False,
14,0,50,64,"[6, 19, 7, 8, 11, 4, 15, 21, 14, 9, 18, 14, 9, 21, 8]",6,"[1, 3, 1, 2, 2, 3, 2, 2, 1, 4, 4, 1, 1, 2, 1]",1,-1,False,False,
15,3,70,85,"[4, 16, 20, 6, 10, 24, 9, 24, 16, 1, 5, 21, 22, 11, 15]",6,"[3, 1, 3, 1, 2, 4, 1, 3, 2, 1, 1, 3, 4, 3, 2]",1,-1,False,False,
15,4,76,91,"[17, 10, 16, 4, 21, 14, 15, 7, 14, 17, 7, 18, 15, 9, 17]",21,"[3, 4, 3, 3, 3, 1, 1, 4, 3, 4, 1, 3, 2, 1, 2]",3,-1,False,False,
15,5,89,104,"[17, 15, 3, 17, 22, 6, 6, 24, 5, 21, 5, 22, 3, 17, 19]",6,"[4, 4, 3, 3, 4, 4, 2, 3, 2, 4, 4, 4, 1, 4, 1]",4,-1,False,False,
15,12,96,111,"[18, 12, 4, 24, 3, 24, 5, 7, 16, 9, 21, 23, 23, 23, 3]",23,"[2, 4, 1, 4, 1, 4, 4, 1, 2, 1, 3, 1, 2, 2, 1]",2,-1,False,False,
16,0,92,108,"[16, 17, 16, 13, 14, 12, 12, 19, 19, 20, 22, 6, 1, 15, 13]",16,"[3, 3, 3, 1, 2, 2, 2, 2, 3, 1, 1, 2, 2, 3, 2]",3,-1,False,False,
16,3,56,72,"[5, 12, 5, 8, 24, 4, 11, 12, 8, 20, 20, 21, 22, 5, 15]",8,"[1, 1, 2, 3, 4, 2, 4, 2, 2, 4, 1, 3, 4, 1, 3]",3,-1,False,False,
16,6,82,98,"[19, 2, 3, 10, 10, 22, 2, 11, 5, 19, 11, 5, 17, 21, 13]",2,"[3, 1, 1, 4, 4, 2, 4, 2, 3, 2, 1, 3, 3, 1, 2]",4,-1,False,False,
16,7,90,106,"[18, 15, 11, 18, 18, 15, 11, 4, 18, 21, 24, 17, 24, 24, 1]",4,"[2, 3, 2, 4, 1, 1, 2, 4, 3, 3, 3, 3, 1, 1, 2]",4,-1,False,False,
17,6,54,71,"[15, 22, 3, 16, 12, 5, 6, 20, 15, 19, 17, 18, 4, 19, 14]",6,"[3, 2, 4, 3, 1, 2, 1, 1, 2, 3, 4, 1, 4, 4, 2]",1,-1,False,False,
