time,rcv,life_time,life_time_global,run_time_vec,run_time,cpu_usage_vec,cpu_usage,snd,queued,active,time_activated
1,16,77,78,"[5, 11, 5, 3, 10, 6, 5, 14, 24, 4, 7, 5, 9, 15, 6, 14, 19, 7, 17, 19]",19,"[2, 3, 1, 3, 3, 3, 2, 4, 4, 3, 4, 1, 4, 3, 1, 2, 2, 1, 4, 2]",2,-1,False,False,
2,9,59,61,"[9, 20, 6, 3, 16, 20, 20, 22, 14, 21, 22, 18, 16, 18, 10, 19, 20, 1, 16, 19]",21,"[3, 3, 3, 2, 2, 4, 1, 3, 4, 4, 1, 2, 4, 4, 3, 2, 3, 2, 4, 3]",4,-1,False,False,
2,14,90,92,"[19, 19, 19, 20, 22, 9, 17, 8, 16, 23, 22, 10, 18, 23, 17, 7, 6, 18, 15, 7]",17,"[3, 1, 4, 4, 2, 2, 4, 4, 2, 2, 1, 3, 1, 1, 4, 2, 4, 2, 2, 1]",4,-1,False,False,
3,0,60,63,"[17, 11, 18, 19, 6, 3, 19, 15, 9, 6, 15, 2, 1, 24, 11, 17, 3, 19, 9, 14]",17,"[2, 1, 4, 1, 2, 2, 4, 2, 2, 2, 4, 1, 3, 2, 4, 2, 4, 1, 1, 2]",2,-1,False,False,
3,4,77,80,"[17, 21, 17, 10, 7, 22, 12, 9, 12, 19, 1, 18, 11, 24, 22, 18, 23, 14, 24, 8]",7,"[3, 1, 4, 4, 2, 2, 4, 2, 2, 1, 3, 3, 2, 2, 1, 2, 4, 4, 3, 2]",2,-1,False,False,
3,5,93,96,"[3, 19, 4, 18, 20, 24, 15, 18, 4, 10, 11, 9, 9, 17, 20, 19, 11, 23, 17, 18]",24,"[4, 3, 2, 2, 2, 3, 1, 4, 2, 1, 3, 4, 1, 2, 4, 3, 2, 3, 2, 4]",3,-1,False,False,
3,6,78,81,"[9, 19, 18, 13, 11, 8, 10, 3, 7, 16, 13, 8, 13, 24, 16, 1, 24, 16, 24, 24]",10,"[4, 2, 4, 4, 1, 4, 1, 4, 2, 1, 2, 2, 3, 2, 4, 2, 1, 2, 1, 3]",1,-1,False,False,
3,11,88,91,"[20, 15, 11, 3, 1, 9, 6, 7, 14, 15, 17, 11, 15, 10, 10, 5, 16, 19, 18, 2]",11,"[1, 1, 2, 3, 4, 4, 3, 3, 2, 1, 3, 3, 1, 3, 2, 1, 4, 2, 4, 4]",3,-1,False,False,
3,12,56,59,"[2, 21, 20, 14, 3, 18, 5, 19, 21, 23, 17, 5, 8, 12, 16, 20, 16, 17, 23, 6]",8,"[1, 4, 4, 2, 2, 2, 3, 3, 3, 3, 2, 2, 3, 2, 3, 1, 1, 2, 2, 3]",3,-1,False,False,
3,17,79,82,"[11, 4, 4, 5, 5, 14, 1, 5, 6, 11, 13, 14, 20, 7, 12, 3, 23, 9, 21, 22]",9,"[4, 1, 3, 1, 1, 2, 3, 3, 4, 1, 3, 4, 1, 4, 4, 1, 4, 3, 1, 3]",3,-1,False,False,
4,9,87,91,"[22, 10, 18, 9, 3, 11, 10, 10, 20, 20, 14, 16, 8, 13, 8, 11, 19, 1, 24, 14]",20,"[4, 4, 3, 3, 1, 4, 4, 1, 4, 2, 3, 4, 3, 2, 2, 3, 3, 1, 4, 3]",2,-1,False,False,
5,1,57,62,"[12, 4, 15, 22, 14, 7, 17, 11, 2, 2, 10, 5, 16, 17, 7, 24, 13, 21, 2, 6]",4,"[4, 3, 4, 3, 1, 3, 4, 1, 1, 2, 1, 4, 4, 4, 4, 1, 4, 3, 3, 2]",3,-1,False,False,
5,2,96,101,"[8, 10, 14, 8, 7, 12, 19, 21, 3, 21, 6, 23, 11, 16, 5, 3, 1, 24, 18, 13]",14,"[1, 2, 4, 4, 4, 2, 4, 3, 2, 3, 4, 1, 2, 1, 4, 1, 4, 4, 1, 1]",4,-1,False,False,
5,5,86,91,"[20, 23, 12, 16, 13, 7, 14, 8, 23, 13, 10, 23, 4, 1, 6, 18, 11, 22, 1, 9]",7,"[2, 1, 1, 2, 2, 2, 2, 2, 3, 3, 2, 1, 3, 1, 1, 4, 1, 3, 2, 4]",2,-1,False,False,
5,6,82,87,"[4, 8, 6, 24, 11, 15, 9, 7, 16, 8, 5, 6, 11, 12, 15, 10, 15, 8, 1, 7]",9,"[3, 1, 2, 4, 3, 3, 2, 3, 4, 3, 1, 2, 3, 4, 3, 3, 4, 3, 2, 3]",2,-1,False,False,
