time,rcv,life_time,life_time_global,run_time_vec,run_time,cpu_usage_vec,cpu_usage,snd,queued,active,time_activated
1,3,80,81,"[12, 4, 20, 21, 18, 11, 11, 11, 19, 13]",21,"[3, 3, 2, 4, 4, 3, 2, 2, 4, 1]",4,-1,False,False,
2,4,73,75,"[17, 4, 3, 6, 14, 2, 17, 18, 24, 17]",14,"[3, 3, 2, 2, 2, 4, 2, 3, 4, 4]",2,-1,False,False,
2,8,78,80,"[11, 7, 22, 11, 4, 16, 14, 16, 10, 12]",10,"[3, 1, 1, 1, 2, 3, 1, 1, 1, 4]",1,-1,False,False,
2,9,71,73,"[15, 24, 23, 12, 13, 20, 13, 16, 5, 8]",8,"[4, 4, 4, 1, 2, 3, 3, 4, 3, 3]",3,-1,False,False,
3,0,99,102,"[21, 10, 14, 19, 23, 24, 18, 20, 5, 10]",21,"[3, 4, 4, 4, 4, 3, 1, 4, 2, 1]",3,-1,False,False,
4,3,92,96,"[5, 18, 8, 3, 11, 3, 12, 5, 15, 16]",3,"[3, 2, 3, 2, 4, 3, 1, 2, 4, 3]",2,-1,False,False,
4,5,73,77,"[17, 2, 23, 22, 12, 12, 22, 21, 18, 21]",12,"[4, 4, 1, 3, 4, 1, 2, 1, 3, 3]",1,-1,False,False,
4,9,87,91,"[8, 1, 17, 20, 23, 8, 17, 20, 13, 23]",23,"[3, 4, 1, 4, 4, 4, 2, 1, 4, 2]",2,-1,False,False,
5,4,78,83,"[13, 15, 4, 6, 3, 13, 23, 3, 19, 2]",3,"[3, 1, 4, 1, 2, 3, 1, 3, 1, 2]",2,-1,False,False,
5,7,81,86,"[23, 19, 11, 5, 19, 2, 13, 22, 20, 24]",22,"[2, 2, 1, 1, 1, 4, 3, 3, 4, 4]",3,-1,False,False,
5,8,90,95,"[15, 12, 6, 20, 23, 5, 23, 12, 4, 14]",4,"[4, 3, 4, 4, 4, 3, 4, 3, 2, 4]",2,-1,False,False,
6,0,89,95,"[16, 24, 1, 23, 14, 8, 16, 20, 13, 4]",16,"[2, 4, 4, 2, 2, 1, 1, 1, 2, 3]",2,-1,False,False,
6,1,62,68,"[8, 15, 1, 13, 22, 19, 2, 15, 23, 22]",15,"[3, 2, 2, 3, 2, 4, 2, 2, 4, 1]",2,-1,False,False,
7,2,82,89,"[7, 9, 13, 3, 13, 4, 16, 2, 13, 10]",13,"[1, 4, 1, 1, 4, 4, 2, 1, 2, 4]",1,-1,False,False,
7,4,58,65,"[15, 8, 15, 6, 7, 17, 20, 8, 12, 12]",7,"[1, 1, 2, 2, 4, 2, 3, 1, 4, 2]",4,-1,False,False,
7,7,67,74,"[12, 10, 2, 3, 11, 10, 15, 11, 17, 13]",11,"[1, 3, 2, 2, 4, 2, 3, 3, 2, 4]",3,-1,False,False,
8,3,93,101,"[18, 21, 1, 3, 7, 4, 23, 1, 17, 1]",3,"[3, 4, 2, 3, 2, 4, 3, 4, 4, 2]",3,-1,False,False,
8,5,69,77,"[17, 13, 1, 10, 20, 5, 20, 17, 21, 15]",5,"[3, 2, 2, 4, 1, 1, 4, 4, 2, 2]",1,-1,False,False,
8,9,78,86,"[19, 9, 7, 22, 7, 2, 1, 15, 11, 8]",8,"[3, 2, 3, 1, 4, 2, 2, 1, 3, 2]",2,-1,False,False,
9,2,74,83,"[19, 2, 1, 14, 2, 5, 5, 14, 22, 7]",1,"[2, 3, 2, 1, 1, 2, 2, 3, 1, 2]",2,-1,False,False,
9,3,95,104,"[9, 7, 11, 7, 20, 4, 3, 10, 1, 1]",7,"[3, 1, 4, 1, 4, 3, 3, 3, 4, 4]",1,-1,False,False,
9,4,96,105,"[24, 6, 17, 13, 22, 10, 22, 17, 20, 9]",22,"[2, 2, 4, 4, 1, 4, 2, 1, 3, 4]",1,-1,False,False,
9,8,95,104,"[10, 24, 1, 12, 1, 14, 2, 8, 11, 13]",11,"[4, 2, 2, 2, 2, 4, 4, 4, 3, 3]",3,-1,False,False,
10,0,77,87,"[22, 5, 8, 4, 9, 2, 11, 6, 12, 16]",22,"[4, 1, 4, 2, 4, 2, 1, 3, 3, 1]",4,-1,False,False,
10,5,85,95,"[6, 11, 15, 24, 24, 1, 3, 9, 22, 6]",1,"[1, 1, 3, 3, 1, 1, 4, 1, 3, 1]",1,-1,False,False,
11,7,74,85,"[1, 20, 18, 1, 14, 14, 12, 16, 9, 10]",16,"[1, 4, 3, 4, 4, 3, 1, 3, 3, 1]",3,-1,False,False,
11,8,90,101,"[13, 8, 14, 18, 5, 16, 15, 9, 9, 15]",9,"[2, 1, 4, 3, 3, 4, 3, 2, 4, 3]",4,-1,False,False,
12,2,90,102,"[12, 12, 12, 11, 10, 15, 13, 6, 17, 16]",12,"[4, 2, 1, 3, 2, 4, 2, 4, 1, 1]",1,-1,False,False,
12,4,63,75,"[14, 21, 1, 1, 9, 7, 17, 12, 1, 19]",9,"[2, 3, 2, 2, 2, 4, 1, 3, 4, 4]",2,-1,False,False,
12,9,91,103,"[24, 8, 17, 2, 2, 16, 7, 19, 6, 20]",20,"[1, 2, 4, 3, 1, 3, 1, 3, 3, 2]",2,-1,False,False,
13,1,72,85,"[24, 7, 18, 6, 20, 12, 11, 14, 1, 14]",7,"[3, 1, 1, 2, 2, 3, 3, 4, 3, 1]",1,-1,False,False,
13,5,83,96,"[23, 5, 19, 10, 12, 10, 19, 3, 16, 18]",10,"[4, 3, 3, 2, 2, 1, 4, 1, 3, 1]",1,-1,False,False,
13,7,95,108,"[4, 14, 24, 8, 4, 2, 3, 15, 10, 23]",15,"[4, 2, 3, 3, 3, 2, 4, 1, 2, 2]",1,-1,False,False,
13,8,70,83,"[12, 12, 9, 7, 1, 22, 6, 1, 5, 22]",5,"[1, 1, 4, 4, 4, 4, 4, 1, 1, 3]",1,-1,False,False,
14,0,85,99,"[8, 24, 11, 12, 17, 16, 7, 24, 2, 23]",8,"[3, 1, 4, 1, 3, 4, 1, 3, 3, 4]",3,-1,False,False,
14,3,80,94,"[11, 16, 4, 8, 7, 2, 16, 16, 2, 14]",8,"[1, 2, 1, 4, 2, 3, 2, 1, 3, 4]",4,-1,False,False,
