time,rcv,life_time,life_time_global,run_time_vec,run_time,cpu_usage_vec,cpu_usage,snd,queued,active,time_activated
1,15,78,79,"[8, 8, 1, 8, 13, 12, 6, 17, 8, 24, 1, 15, 13, 4, 12, 8, 19, 16, 16, 14]",8,"[1, 4, 2, 1, 1, 2, 1, 3, 2, 2, 1, 2, 1, 1, 4, 4, 2, 3, 4, 3]",4,-1,False,False,
1,19,95,96,"[18, 24, 4, 16, 15, 20, 8, 5, 4, 7, 15, 5, 10, 17, 1, 13, 11, 12, 8, 9]",9,"[4, 2, 3, 2, 1, 4, 4, 4, 2, 2, 4, 1, 3, 2, 4, 4, 3, 3, 3, 2]",2,-1,False,False,
2,0,79,81,"[1, 2, 12, 2, 13, 9, 10, 16, 21, 6, 10, 15, 1, 3, 9, 12, 13, 18, 22, 17]",1,"[4, 1, 4, 4, 1, 1, 2, 3, 2, 3, 1, 4, 1, 3, 4, 4, 2, 2, 3, 2]",4,-1,False,False,
2,4,53,55,"[14, 3, 19, 22, 11, 19, 13, 9, 21, 1, 16, 24, 19, 15, 1, 14, 5, 1, 14, 15]",11,"[4, 4, 3, 2, 2, 4, 2, 3, 3, 3, 2, 1, 1, 3, 3, 4, 2, 3, 2, 2]",2,-1,False,False,
2,6,76,78,"[4, 3, 8, 2, 17, 18, 20, 15, 10, 14, 1, 8, 16, 21, 9, 21, 12, 21, 11, 24]",20,"[1, 3, 1, 2, 1, 4, 3, 1, 4, 2, 2, 4, 1, 4, 3, 1, 1, 1, 3, 3]",3,-1,False,False,
2,8,99,101,"[10, 22, 13, 20, 2, 19, 1, 2, 9, 3, 2, 9, 20, 19, 2, 15, 2, 24, 8, 21]",9,"[4, 1, 3, 3, 1, 3, 3, 4, 4, 1, 1, 3, 1, 4, 2, 4, 1, 2, 1, 1]",4,-1,False,False,
2,13,80,82,"[9, 23, 12, 14, 22, 19, 17, 15, 19, 6, 2, 1, 23, 2, 7, 13, 23, 13, 22, 21]",2,"[2, 1, 2, 3, 3, 1, 1, 4, 2, 1, 4, 1, 4, 1, 2, 1, 4, 2, 3, 1]",1,-1,False,False,
3,2,60,63,"[11, 4, 18, 4, 4, 16, 18, 14, 11, 13, 12, 24, 21, 24, 3, 24, 6, 13, 1, 14]",18,"[4, 3, 1, 1, 3, 4, 4, 2, 1, 1, 4, 4, 2, 3, 1, 3, 2, 3, 1, 4]",1,-1,False,False,
3,5,70,73,"[24, 8, 21, 19, 4, 14, 12, 23, 9, 24, 20, 22, 20, 8, 8, 17, 17, 23, 23, 13]",14,"[3, 1, 3, 1, 1, 3, 4, 2, 3, 1, 4, 4, 2, 1, 3, 4, 1, 4, 3, 1]",3,-1,False,False,
3,12,80,83,"[13, 18, 14, 21, 16, 3, 12, 13, 18, 10, 6, 24, 19, 9, 4, 15, 16, 19, 6, 15]",19,"[4, 1, 4, 4, 1, 3, 2, 2, 3, 4, 4, 1, 2, 4, 3, 1, 2, 2, 3, 2]",2,-1,False,False,
