time,rcv,life_time,life_time_global,run_time_vec,run_time,cpu_usage_vec,cpu_usage,snd,queued,active,time_activated
1,6,73,74,"[7, 2, 17, 13, 9, 24, 20, 13, 14, 4]",20,"[3, 4, 2, 2, 3, 3, 4, 2, 1, 3]",4,-1,False,False,
1,8,74,75,"[2, 1, 18, 14, 3, 5, 13, 2, 5, 5]",5,"[3, 3, 2, 4, 2, 4, 3, 1, 3, 4]",3,-1,False,False,
2,2,99,101,"[16, 12, 18, 4, 22, 1, 19, 4, 7, 14]",18,"[3, 1, 2, 4, 4, 3, 2, 2, 4, 2]",2,-1,False,False,
2,8,79,81,"[9, 8, 2, 6, 6, 23, 24, 8, 2, 16]",2,"[3, 4, 3, 2, 2, 1, 4, 2, 4, 4]",4,-1,False,False,
4,0,93,97,"[18, 2, 9, 8, 2, 14, 24, 6, 21, 5]",18,"[3, 2, 2, 4, 1, 3, 1, 4, 3, 2]",3,-1,False,False,
4,2,59,63,"[2, 4, 8, 10, 6, 5, 2, 12, 5, 1]",8,"[2, 4, 1, 3, 1, 2, 2, 2, 1, 3]",1,-1,False,False,
4,3,99,103,"[1, 18, 9, 18, 15, 8, 9, 5, 2, 14]",18,"[4, 3, 1, 1, 4, 4, 2, 3, 2, 1]",1,-1,False,False,
4,6,65,69,"[6, 24, 21, 19, 20, 19, 4, 3, 6, 9]",4,"[3, 3, 3, 2, 4, 4, 2, 3, 3, 2]",2,-1,False,False,
4,7,76,80,"[22, 9, 11, 12, 6, 4, 15, 5, 6, 7]",5,"[3, 2, 2, 3, 4, 3, 4, 1, 3, 2]",1,-1,False,False,
4,9,76,80,"[13, 7, 23, 22, 1, 22, 7, 3, 13, 19]",19,"[1, 3, 3, 1, 4, 1, 1, 4, 2, 3]",3,-1,False,False,
5,9,62,67,"[8, 23, 21, 17, 14, 15, 24, 6, 21, 8]",8,"[2, 3, 2, 4, 3, 3, 3, 1, 2, 3]",3,-1,False,False,
6,9,97,103,"[21, 6, 12, 19, 17, 21, 18, 16, 4, 4]",4,"[3, 1, 3, 3, 2, 1, 2, 3, 2, 4]",4,-1,False,False,
7,2,87,94,"[9, 9, 11, 3, 5, 3, 7, 21, 3, 13]",11,"[4, 4, 1, 4, 3, 1, 1, 1, 2, 4]",1,-1,False,False,
7,3,70,77,"[8, 4, 22, 5, 12, 12, 24, 13, 18, 16]",5,"[4, 1, 4, 2, 2, 1, 2, 3, 4, 3]",2,-1,False,False,
7,6,90,97,"[10, 3, 19, 14, 9, 13, 13, 16, 4, 22]",13,"[3, 2, 3, 1, 1, 3, 3, 4, 1, 2]",3,-1,False,False,
7,7,55,62,"[4, 18, 2, 20, 3, 8, 2, 12, 7, 14]",12,"[1, 3, 4, 2, 1, 3, 3, 2, 3, 4]",2,-1,False,False,
8,0,76,84,"[9, 22, 19, 6, 11, 11, 5, 16, 24, 19]",9,"[1, 4, 4, 2, 1, 3, 4, 4, 4, 2]",1,-1,False,False,
8,6,55,63,"[11, 3, 9, 23, 13, 7, 15, 3, 6, 11]",15,"[1, 1, 4, 1, 4, 1, 4, 3, 4, 4]",4,-1,False,False,
9,6,79,88,"[15, 21, 16, 21, 23, 17, 18, 22, 6, 22]",18,"[2, 2, 4, 3, 2, 4, 2, 4, 2, 2]",2,-1,False,False,
9,8,82,91,"[14, 8, 16, 15, 20, 22, 6, 6, 1, 6]",1,"[2, 4, 4, 4, 2, 2, 2, 4, 2, 4]",2,-1,False,False,
10,0,76,86,"[8, 23, 6, 17, 22, 20, 10, 8, 1, 16]",8,"[4, 2, 4, 2, 2, 4, 4, 3, 2, 1]",4,-1,False,False,
10,2,79,89,"[21, 19, 17, 21, 12, 16, 13, 2, 6, 2]",17,"[1, 2, 4, 2, 4, 3, 3, 1, 1, 2]",4,-1,False,False,
10,6,80,90,"[3, 16, 20, 9, 4, 3, 4, 24, 2, 22]",4,"[2, 4, 4, 1, 2, 2, 1, 3, 1, 2]",1,-1,False,False,
10,9,82,92,"[4, 18, 22, 19, 2, 7, 1, 1, 2, 7]",7,"[4, 1, 1, 2, 2, 1, 4, 4, 4, 4]",4,-1,False,False,
11,0,66,77,"[8, 12, 14, 21, 18, 19, 3, 16, 10, 2]",8,"[4, 4, 4, 3, 4, 4, 1, 2, 2, 1]",4,-1,False,False,
11,3,74,85,"[8, 17, 19, 7, 9, 14, 3, 15, 17, 19]",7,"[3, 2, 2, 2, 4, 2, 4, 3, 1, 4]",2,-1,False,False,
12,2,63,75,"[18, 12, 18, 15, 22, 12, 10, 17, 16, 3]",18,"[1, 1, 1, 4, 4, 1, 1, 1, 2, 2]",1,-1,False,False,
12,7,90,102,"[3, 15, 11, 8, 6, 21, 6, 18, 15, 11]",18,"[2, 3, 2, 4, 4, 2, 4, 2, 4, 4]",2,-1,False,False,
12,8,79,91,"[2, 21, 2, 23, 11, 16, 16, 21, 11, 1]",11,"[2, 4, 2, 1, 1, 4, 4, 2, 1, 1]",1,-1,False,False,
13,6,61,74,"[9, 1, 1, 7, 22, 13, 15, 19, 15, 22]",15,"[2, 2, 1, 3, 1, 2, 1, 4, 3, 2]",1,-1,False,False,
14,0,64,78,"[1, 1, 19, 6, 6, 3, 8, 17, 17, 23]",1,"[2, 4, 1, 2, 2, 3, 3, 3, 2, 4]",2,-1,False,False,
14,3,76,90,"[24, 11, 18, 19, 8, 15, 5, 11, 20, 1]",19,"[4, 2, 2, 4, 1, 1, 1, 4, 2, 2]",4,-1,False,False,
14,8,67,81,"[20, 18, 20, 13, 8, 17, 10, 6, 4, 12]",4,"[1, 3, 2, 1, 1, 2, 3, 4, 4, 1]",4,-1,False,False,
14,9,79,93,"[2, 21, 15, 5, 14, 15, 21, 16, 20, 3]",3,"[2, 3, 2, 4, 1, 2, 1, 2, 4, 3]",3,-1,False,False,
15,2,69,84,"[15, 9, 2, 8, 11, 11, 10, 16, 9, 15]",2,"[2, 4, 3, 1, 4, 2, 4, 2, 3, 1]",3,-1,False,False,
15,7,76,91,"[22, 8, 10, 8, 3, 9, 18, 7, 2, 6]",7,"[2, 2, 4, 2, 3, 2, 4, 4, 3, 1]",4,-1,False,False,
16,7,55,71,"[16, 4, 9, 21, 3, 6, 21, 15, 19, 9]",15,"[3, 3, 4, 4, 3, 4, 1, 1, 3, 3]",1,-1,False,False,
17,0,69,86,"[15, 16, 9, 10, 11, 17, 4, 21, 15, 1]",15,"[4, 4, 2, 1, 1, 4, 3, 3, 2, 3]",4,-1,False,False,
17,9,62,79,"[4, 6, 1, 24, 20, 11, 19, 4, 7, 3]",3,"[1, 4, 2, 1, 4, 1, 4, 3, 4, 4]",4,-1,False,False,
18,3,52,70,"[16, 2, 20, 5, 12, 2, 9, 1, 4, 7]",5,"[1, 1, 1, 3, 3, 2, 4, 4, 3, 3]",3,-1,False,False,
18,6,82,100,"[19, 6, 2, 23, 3, 12, 15, 3, 21, 19]",15,"[4, 3, 2, 3, 3, 4, 3, 3, 2, 2]",3,-1,False,False,
19,2,72,91,"[3, 3, 13, 17, 7, 4, 19, 9, 24, 12]",13,"[1, 1, 3, 2, 1, 3, 3, 2, 4, 4]",3,-1,False,False,
19,7,88,107,"[19, 5, 22, 11, 16, 16, 16, 9, 4, 3]",9,"[4, 2, 2, 3, 3, 1, 2, 1, 1, 4]",1,-1,False,False,
20,3,59,79,"[3, 18, 12, 17, 1, 18, 19, 13, 3, 20]",17,"[3, 1, 4, 1, 3, 4, 2, 2, 2, 4]",1,-1,False,False,
20,8,92,112,"[1, 19, 12, 16, 11, 14, 19, 17, 10, 15]",10,"[4, 1, 4, 3, 3, 2, 1, 3, 3, 1]",3,-1,False,False,
21,0,68,89,"[17, 21, 8, 14, 4, 16, 3, 17, 1, 6]",17,"[3, 2, 4, 3, 2, 4, 1, 3, 1, 1]",3,-1,False,False,
21,2,57,78,"[19, 18, 11, 5, 14, 14, 19, 7, 3, 3]",11,"[2, 4, 1, 4, 3, 2, 4, 1, 1, 4]",1,-1,False,False,
21,3,63,84,"[18, 17, 16, 24, 5, 3, 8, 4, 7, 18]",24,"[1, 3, 3, 4, 2, 2, 4, 3, 1, 4]",4,-1,False,False,
21,6,86,107,"[11, 8, 21, 24, 11, 20, 14, 22, 9, 2]",14,"[4, 4, 2, 3, 2, 3, 2, 2, 4, 2]",2,-1,False,False,
22,7,84,106,"[9, 15, 11, 6, 2, 9, 19, 23, 3, 3]",23,"[2, 1, 4, 1, 1, 4, 2, 4, 2, 2]",4,-1,False,False,
23,6,74,97,"[23, 24, 24, 1, 15, 3, 15, 22, 13, 9]",15,"[2, 3, 1, 4, 1, 3, 4, 3, 3, 4]",4,-1,False,False,
23,8,56,79,"[23, 7, 19, 6, 7, 12, 23, 8, 23, 18]",23,"[3, 4, 2, 2, 2, 1, 1, 4, 4, 3]",4,-1,False,False,
23,9,71,94,"[4, 2, 14, 9, 1, 11, 1, 14, 13, 14]",14,"[4, 1, 3, 4, 4, 4, 1, 1, 1, 4]",4,-1,False,False,
25,0,99,124,"[10, 15, 8, 7, 7, 22, 9, 22, 7, 16]",10,"[3, 1, 2, 4, 1, 1, 1, 3, 2, 4]",3,-1,False,False,
25,2,61,86,"[12, 15, 22, 4, 24, 9, 11, 1, 21, 7]",22,"[3, 2, 1, 4, 4, 2, 3, 1, 4, 2]",1,-1,False,False,
25,3,82,107,"[12, 14, 21, 8, 10, 20, 16, 3, 7, 15]",8,"[2, 3, 1, 1, 4, 1, 2, 3, 3, 3]",1,-1,False,False,
25,8,54,79,"[5, 4, 16, 19, 4, 17, 24, 23, 20, 9]",20,"[4, 4, 2, 2, 1, 3, 3, 1, 4, 4]",4,-1,False,False,
26,6,63,89,"[6, 15, 23, 11, 22, 7, 23, 12, 3, 22]",23,"[3, 2, 1, 1, 3, 1, 4, 4, 1, 1]",4,-1,False,False,
26,9,73,99,"[6, 2, 19, 16, 18, 3, 20, 5, 9, 6]",6,"[4, 2, 3, 3, 1, 2, 2, 1, 2, 3]",3,-1,False,False,
27,2,50,77,"[2, 22, 3, 5, 23, 11, 13, 3, 24, 11]",3,"[4, 4, 4, 1, 1, 3, 1, 3, 1, 4]",4,-1,False,False,
27,8,76,103,"[14, 2, 7, 3, 16, 3, 21, 1, 14, 20]",14,"[4, 2, 4, 3, 2, 3, 2, 2, 1, 2]",1,-1,False,False,
28,0,63,91,"[16, 14, 3, 6, 9, 23, 24, 24, 20, 5]",16,"[1, 4, 2, 3, 3, 4, 3, 1, 3, 4]",1,-1,False,False,
28,3,67,95,"[23, 8, 3, 17, 1, 19, 14, 1, 24, 17]",17,"[4, 2, 1, 2, 3, 4, 3, 4, 4, 4]",2,-1,False,False,
28,7,60,88,"[13, 18, 15, 22, 15, 5, 12, 11, 12, 10]",11,"[3, 1, 3, 4, 1, 4, 3, 1, 4, 4]",1,-1,False,False,
28,9,84,112,"[16, 19, 9, 17, 12, 6, 2, 22, 18, 16]",16,"[1, 3, 4, 3, 1, 4, 1, 1, 2, 4]",4,-1,False,False,
29,2,90,119,"[7, 20, 24, 8, 4, 20, 9, 2, 6, 17]",24,"[2, 3, 4, 4, 4, 1, 4, 1, 3, 3]",4,-1,False,False,
29,6,90,119,"[1, 1, 16, 15, 8, 20, 18, 17, 14, 2]",18,"[4, 4, 4, 3, 3, 3, 4, 1, 3, 1]",4,-1,False,False,
29,8,72,101,"[16, 10, 1, 2, 13, 6, 23, 2, 21, 19]",21,"[3, 2, 2, 4, 4, 3, 1, 4, 3, 2]",3,-1,False,False,
30,0,58,88,"[19, 14, 16, 13, 17, 5, 13, 2, 2, 12]",19,"[2, 3, 3, 2, 1, 1, 4, 1, 3, 3]",2,-1,False,False,
30,9,90,120,"[5, 7, 24, 24, 2, 16, 18, 13, 16, 8]",8,"[1, 3, 1, 3, 4, 4, 3, 4, 4, 3]",3,-1,False,False,
31,3,55,86,"[14, 9, 1, 8, 14, 4, 22, 19, 14, 14]",8,"[4, 4, 2, 1, 1, 3, 1, 1, 2, 4]",1,-1,False,False,
31,6,58,89,"[11, 3, 6, 21, 23, 9, 22, 6, 21, 22]",22,"[4, 1, 3, 4, 4, 2, 1, 3, 2, 4]",1,-1,False,False,
31,7,72,103,"[17, 24, 15, 14, 10, 13, 22, 2, 11, 7]",2,"[1, 3, 1, 1, 1, 3, 2, 2, 3, 2]",2,-1,False,False,
32,2,75,107,"[6, 4, 4, 21, 15, 1, 4, 19, 23, 10]",4,"[4, 2, 1, 3, 3, 1, 3, 4, 2, 2]",1,-1,False,False,
32,8,58,90,"[6, 10, 11, 2, 15, 4, 9, 14, 17, 4]",17,"[1, 1, 4, 1, 4, 3, 4, 1, 4, 3]",4,-1,False,False,
33,0,60,93,"[8, 24, 5, 2, 9, 9, 9, 13, 14, 18]",8,"[1, 1, 3, 1, 1, 3, 4, 3, 4, 3]",1,-1,False,False,
33,9,90,123,"[21, 21, 11, 11, 4, 19, 8, 16, 1, 18]",18,"[4, 4, 4, 4, 3, 4, 4, 4, 2, 1]",1,-1,False,False,
34,3,90,124,"[12, 1, 22, 18, 22, 13, 7, 23, 14, 10]",18,"[1, 3, 4, 2, 1, 1, 1, 3, 1, 4]",2,-1,False,False,
34,7,83,117,"[6, 8, 22, 10, 22, 11, 16, 24, 10, 23]",24,"[1, 2, 2, 2, 3, 3, 1, 3, 2, 4]",3,-1,False,False,
34,8,52,86,"[21, 22, 13, 1, 5, 23, 17, 6, 15, 15]",15,"[2, 2, 4, 2, 1, 1, 1, 2, 1, 2]",1,-1,False,False,
35,6,60,95,"[15, 10, 6, 15, 11, 5, 22, 19, 21, 11]",22,"[1, 1, 4, 2, 3, 4, 4, 1, 1, 3]",4,-1,False,False,
35,7,99,134,"[6, 22, 23, 22, 12, 9, 15, 20, 14, 24]",20,"[2, 2, 2, 2, 1, 3, 2, 2, 1, 4]",2,-1,False,False,
36,0,90,126,"[13, 10, 16, 1, 19, 21, 23, 14, 7, 20]",13,"[4, 4, 1, 3, 4, 1, 4, 1, 1, 2]",4,-1,False,False,
36,2,92,128,"[9, 24, 17, 15, 20, 18, 8, 21, 9, 14]",17,"[1, 4, 1, 1, 3, 4, 1, 2, 3, 2]",1,-1,False,False,
